Website,ArticleURL,ArticleTitle,ArticleDate,ArticleImage_url,ArticleContent
https://www.k24tv.co.ke/,https://www.k24tv.co.ke/news/amina-mohamed-lands-new-job-95614/,Former sports CS Amina Mohamed appointed chancellor of Uganda based university,"Sat, 18 Feb, 2023 09:27 | 2 mins read",https://i0.wp.com/www.k24tv.co.ke/wp-content/uploads/2023/02/Amina-don.png?resize=591%2C385&ssl=1,"Former Sports, Culture and Heritage Cabinet Secretary Ambassador Amina Mohamed has landed a new job as a University don.Amina was named the new Chancellor of the International University of East Africa (IUEA) in Uganda.Ambassador Mohamed steps into the role to replace the former don late Prof. Emmanuel Tumusiime-Mutebile who passed on in January last year.In a statement, the university intimated that the former Kenyan CS had her work cut out for her.“Today IUEA installed Amb. Dr. Amina Chawahir Mohamed. We are positive that the Chancellor's leadership will be instrumental in guiding the institution towards more outstanding achievements,” noted the institution.Amina Mohamed, in her acceptance note, stated; ""To the students, today and tomorrow belong to you. I will do my best to make sure you are equipped with the tools that will magnify and amplify your chances of success in life."" This comes barely weeks after former ICT Cabinet Secretary Joe Mucheru who served in Uhuru's government between 2015 to 2022 was appointed the president of Jumo.Jumo is a London-based fintech (financial technology) company building next-generation financial services for emerging market entrepreneurs.This, he confirmed through his LinkedIn profile update, Mucheru said he will support the company to deliver its growth goals, navigate the regulatory landscape, and build the firm’s presence across the African continent.“JUMO is revolutionising the lending space in Africa, connecting entrepreneurs and individuals to the financial products they need to grow and prosper. I am hugely excited to be joining a business that is helping capital providers make attractive returns at the same time as supporting measurable impact,” Mucheru said.Jumo operates in emerging markets across Africa and Asia where the company targets mostly micro and small to medium enterprises that need instant access to finance so they can grow and invest.The company boasts a reach of 10 million customers since its founding in 2015."
https://www.k24tv.co.ke/,https://www.k24tv.co.ke/entertainment/samidoh-comments-on-karen-nyamus-post-95377/,Samidoh’s Valentine Day’s comment on Karen Nyamu’s post raises eyebrows,"Wed, 15 Feb, 2023 13:40 | 2 mins read",https://i0.wp.com/www.k24tv.co.ke/wp-content/uploads/2023/02/BeFunky-collage-60.jpg?resize=697%2C450&ssl=1,"Samidoh commented on Karen Nyamu's post days after the singer dropped the song ‘Bado Nakupenda’ which many people said was dedicated to his baby mama.The nominated senator on February 14, 2023, shared a photo of herself claiming she was attending Men's Conference.""Ndio kufika pale women’s conference. We are going to take the first two hours to fear men hahaha
Happy valentines facebook family. The love is real,"" Karen Nyamu captioned her post.Facebook user Douglas Maobe commented on Karen Nyamu's post saying that Samidoh should give him his blessing to date his baby mama.“Samidoh si uniachie hii mkuu nikuonyeshe vile inatengenezwa,” Douglas Maobe commented on Karen Nyamu’s post.Samidoh was quick to respond, telling Douglas to ‘fix’ himself first.“Douglas Maobe Jitengeneze kwanza,” Samidoh replied.Samidoh's comment on Karen Nyamu's post raised eyebrows as netizens pondered whether he was seeking to reunite with his baby mama by 'warding off' the man who was hitting at the UDA nominated senator.Samidoh recently dropped a new love song dubbed ‘Bado Nakupenda’ which many said was dedicated to Karen Nyamu.After the song was released, one of Karen Nyamu’s followers commented on her post telling her that Samidoh had released a new song and that he was urging her to pick up his calls since he needed to speak to her.“Naskia muibi wa nymbo amekuibia wibo c uchike simu muongee kindogo kamamii ama unataka wibo upoteree tu hifio,” Wakiende Hannah commented on Karen Nyamu’s post.In a quick rejoinder, Karen Nyamu replied by saying that Samidoh should release another song singing in the Hindi language and from there she would think about talking to him.“Wakiende Hannah Aimbe ingine sasa ya kihindi nifikirie hio mambo,” Karen Nyamu replied.Karen Nyamu announced that she had broken up with Samidoh forever following the drama with his wife Edday Nderitu in Dubai in December 2022.“Great and powerful women will attest that many times our weakest link is the men we get involved with. I am stopping the pattern. I have made a conscious decision to end for good my involvement with the father of my babies and now ex-Samidoh Muchoki.“I know I could have called him and ended it quietly but I decided to make this as public as the drama and controversy have been. This had become a concern, especially with the position I hold as a member of the 4th senate,” Nyamu wrote."
https://www.k24tv.co.ke/,https://www.k24tv.co.ke/lifestyle/5-indoor-ways-to-spice-up-your-valentines-day-93818/,5 indoor ways to spice up your Valentine’s Day,"Tue, 14 Feb, 2023 05:00 | 3 mins read",https://i0.wp.com/www.k24tv.co.ke/wp-content/uploads/2023/02/Valentines-Day-gifts.jpg?resize=699%2C450&ssl=1,"The Valentine's season is with us again, and while the day is an excellent opportunity to express how you feel about your significant other, planning an experience or activity for the day is a great way of showing your partner how much you appreciate them.Besides the standard chocolates, bouquets and other past Valentine's celebrations, we rummaged through various research points to create a curated list that will turn your day from humdrum to fantastic. All from home.Starting out your day by flattering your partner with sweet words is a great way to uplift their mood. Take it a step further by flirting with them on phone to spice things up as the day progresses.You could send flirty messages, or a well-thought voice message to your special someone telling them how much they mean to you and reassuring them of your love.This helps build anticipation as you get plans for the day sorted.From our various research points, this is an easy-to-execute, one-on-one bonding experience that you can try out with your special one.An abundance of your favourite snacks, fruits or food you like in a candle-lit setting will elevate the experience a notch higher. Don't forget the wine and a soothing playlist of your choice.Take a moment to indulge in some self-care with your partner. Depending on the depth of your pocket, viable options such as booking a couple's massage or having a masseuse at your place can be ideal.You could also choose to become each other's masseuses and give yourselves a worthwhile experience.Similarly, you could pamper each other with an at-home facial regardless of whether you have a skincare routine.For a simplified facial, all you need is a cleaner, an exfoliator, some steam, a jade roller (facial roller) and a moisturizer. If you can go further, choose to do so for a much better experience.A handmade gift is a thoughtful way of showing care to your significant other. The extra time and thought taken into crafting the gift makes it special.For awesome ideas, you could gather a bit of knowledge from what your partners like or wish for, then you can follow tutorials on Youtube, Tiktok or any other social media outlets on how to make homemade gifts for them.Initiate a game night session with your partner with a sexy twist….wink* wink*.Thanks to the changing times, there are stashes of cards from gift shops that add a dash of flavour to your games. You can also choose to make your own to suit both of your needs."
https://www.k24tv.co.ke/,https://www.k24tv.co.ke/lifestyle/10-top-cybersecurity-trends-kenyans-must-beware-of-95299/,10 top cybersecurity trends Kenyans must beware of,"Wed, 15 Feb, 2023 06:17 | 4 mins read",https://i0.wp.com/www.k24tv.co.ke/wp-content/uploads/2023/02/NY-State-Computer-and-Cyber-Crime-Defense-Attorney.jpg?resize=675%2C450&ssl=1,"With Africa experiencing the highest incidents of cyberattacks in the world last year, according to the Check Point Software 2022 Security Report, organisations and consumers must become more aware of the threats they face in the digital landscape1. Cyberattacks hit 1450 per weekCheck Point Research has signaled an increase in cyberattacks targeting the government, insurance, and finance sectors in South Africa and other African countries. On average, there have been more than 1,450 attacks per week in the country. This trend will likely continue over the coming months as more threats start coming from cloud and mobile platforms. Threat actors will not limit their focus to South Africa and will potentially target countries across the continent.2. Emergence of supply chain attacksThe rapid adoption of the cloud in Africa has seen increase in supply chain attacks with breaches occurring in the Okta cloud-based identity management platform. Check Point anticipates that these supply chain attacks will continue through 2023 with a significant amount of risk coming from the open-source community. Typically, suppliers relying on these open-source systems have not properly vetted them or have been lax in managing these environments, resulting in cybersecurity weak points emerging. South Africa and Kenya have become key targets around the cloud. In both countries, many companies are moving workloads to the cloud.3. Remote workforce vulnerabilitiesRemote workings forced many organizations to bank on collaboration of services and applications on several platforms. Many businesses across southern and eastern Africa still allow their staff to access corporate information on mobile devices without ensuring that enhanced security has been implemented. Top malware families like Hiddad will continue to gain access to Android-based mobile devices, repackaging legitimate apps, and distributing them to third-party stores. These apps facilitate access to key security features built-in the operating system. Even more malware alternatives will come to prominence in 2023.4. Malware disruptionsMajor malware families like Emotet (Botnet), Nanocore (RAT), and Qbot (Trojan) are expected to cause major disruptions on the continent. This will require organizations to place emphasis on security controls with a threat prevention approach across all their platforms. Doing so will strengthen their defenses against ransomware and supply chain threats. Globally, ransomware was the number one threat in 2022. Uncertainty across the various African economies around service delivery and critical infrastructure will likely see more countries face cyberattacks targeting the government. To mitigate against this risk, both public and private sectors must embrace a robust architecture that provides uncompromised security and unparalleled operational efficiency.5.Tech-driven defensesThe availability of more advanced technology means organizations can strengthen their defensive stances. For instance, Kenyan businesses have embraced the Zero Trust Network Access (ZTNA) and Secure Access Service Edge (SASE) approaches. These combine both the network system and security measures to enable organizations to manage both the network and network security together. It has become common for employees to connect to a company’s systems via a VPN from home or a co-working space, and use services provided in the cloud to carry out their work. With workplace and data asset locations diversifying, it has become more difficult for a company’s IT department to manage everything under a unified security policy. ZTNA and SASE bring network services and security services together, making it possible to maintain security without getting in the way of employee work.6. Increased attack velocityThe cyberthreat landscape in the coming months will put pressure on companies across Africa and the rest of the world. With the growth in adoption of artificial intelligence and machine learning, attack vectors will increase in ferocity. Organizations and consumers must embrace a comprehensive cybersecurity approach to ensure their environments are kept safe. There is simply no respite from ransomware and increasingly sophisticated cyberattacks. This puts users under increasing pressure to keep up to date with the latest trends in the threat landscape. We know that these criminals are continually evolving in how they develop and perpetrate attacks. With smaller, more agile malicious groups looking to exploit any potential weak points in company and end user defenses, people cannot afford to not take cybersecurity seriously.7. Automotive hacking is on the riseModern automobiles are equipped with automated software that provides smooth connectivity for drivers in areas such as cruise control, engine timing, door locking, airbags, and advanced driver aid systems. The use of microphones and other gadgets for eavesdropping and obtaining control of the car is expected to rise in 2023 as more driverless vehicles hit the road. 8. The new target is mobileIn 2019, cybersecurity trends predicted a significant increase in mobile banking malware or assaults, making our mobile devices a target for hackers. This has come to pass. Individuals are more at risk from all of our images, financial transactions, emails, and communications. A smartphone virus or malware may be the focus of cybersecurity developments in 2023. 9. Data breach a high-priority targetData will continue to be a source of concern for businesses worldwide. For individuals or corporations, securing digital data is a major issue. Hackers might exploit any small flaw or fault in your system browser or software to gain access to personal information.10. Threats from withinHuman error is one of the most prevalent reasons for data breaches. A single bad day or purposeful flaw may bring an entire corporation down, resulting in millions of dollars in stolen data. Hence, make sure that staff are aware of the need to secure data in every way possible."
https://www.k24tv.co.ke/,https://www.k24tv.co.ke/news/2-kws-officers-die-in-accident-aberdare-forest-95595/,2 KWS officers die while heading to Aberdare forest to put off fire,"Fri, 17 Feb, 2023 21:23 | 2 mins read",https://i0.wp.com/www.k24tv.co.ke/wp-content/uploads/2023/02/WhatsApp-Image-2023-02-17-at-17.24.29.jpeg?resize=730%2C411&ssl=1,"Two officers from Kenya Wildlife Service (KWS) have died while battling the ongoing fire that broke out at Aberdares forest 11 days ago.According to KWS services director in charge of partnership Simon Gitau, the two died on Monday while in the line of duty.""The two officers were in a group travelling to the scene when the vehicle they were travelling in lost control and veered off unfortunately they were injured and died,"" Gitau said.Consequently, Gitau has urged members of communities near the forest to assist in fighting the inferno which may threaten the moorland which is the source of water.""Currently the fire is at moorland this is the water source of many rivers in Aberdare and if we have such fires often this may reduce water retention and affect water supply even in Nairobi, "" Gitau stated.The fire which started at Embaringo in Nyeri has so far spread to as far as Shamata in Nyandarua county leaving huge destruction.The last time such fire broke was in 2012 when huge swaths of the forest were destroyed at moorland.The KWS assistant director of mountain conservation Bakari Mungumi, says they have been working day and night to try and keep the fire out, which is spreading very fast.Bakari added that with the help of KFS, Nyeri county, Nyandarua county governments, Kenya pipeline and Rhino Ark they have deployed more than 200 personnel who are fighting the fire.He said that the inferno has so far destroyed more than 40,000 acres of the forest."
https://www.k24tv.co.ke/,https://www.k24tv.co.ke/news/kakamega-residents-decry-forced-contributions-95654/,Kakamega: Residents decry forceful burial contributions by rogue boda boda operators,"Sat, 18 Feb, 2023 15:38 | 2 mins read",https://i0.wp.com/www.k24tv.co.ke/wp-content/uploads/2023/02/coffin.jpg?resize=701%2C286&ssl=1,"Kakamega residents have decried a sorry state of affairs following the extortion of their hard-earned money through forceful burial contributions by a ring of youths in the county.The aggrieved residents who hail from Butere and Mumias claim that the youths aforementioned mount illegal roadblocks before forcing them to contribute. The contributions range between Ksh20 and Ksh1,000 depending on how financially loaded one appears.According to the residents, the rogue youths display large printed photos of the 'deceased', and tie a rope across the street to act as a block for oncoming motorists as they blast loud music.While calling on relevant authorities to take swift action against those involved, the residents note that the only way to pass through the roadblock is by contributing despite not knowing the beneficiaries.“Why does the government allow such backward behaviour? Road users are being harassed big time. The people feel so helpless,"" one Musa Ekaya, a resident of Mumias town decried.The residents argue that the activity is mostly done by boda boda riders within the towns aforementioned. They also revealed that the trend mostly occurs whenever a Jua Kali trader, boda boda rider or a matatu operator passes away.Additionally, the residents who claim that the boda boda operators use the trend to collect easy money disclosed that they tend to use pictures of individuals who passed away a very long time, or at some point, the suspects use images of people who are still alive.“There is a case of an old man who died a long time ago and was buried, but the groups were still using his image to collect money,"" a local told a local publication.On their part, Mumias East Sub-County police commander Mohammed Kullow who spoke to the Nation affirmed that the youth who participate in the exercise are drunkards who cannot be trusted to handle money, he noted that the activity has been banned in the towns.""We encourage people to form welfare groups that will support them during bereavements. Youth who normally take part in this exercise are usually drunk and cannot be trusted with money for funeral expenses,"" he said."
Website,ArticleURL,ArticleTitle,ArticleDate,ArticleImage_url,ArticleContent
https://biznakenya.com/,https://biznakenya.com/things-to-do-in-your-20s/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/the-privileged-few-those-who-benefited-from-the-48000-acre-delamere-estate-subdivision/,"The Privileged Few: Those who benefited from the 48,000 acre Delamere estate subdivision",17th February 2023,https://i0.wp.com/biznakenya.com/wp-content/uploads/2023/02/delamere-.jpg?resize=682%2C374&ssl=1,"The Delamere family is one of Kenya’s most well-known and controversial families. From their vast Soysambu ranch to their dairy business, the Delamere’s have been the topic of discussion for many years.Although they have contributed significantly to the Kenyan agricultural sector, the family’s controversies have overshadowed their achievements. This article will take a closer look at the Delamere family’s history, controversies, and contributions.HistoryThe Delamere family’s history dates back to the early 20th century when the first Lord Delamere settled in Kenya. He first came to Kenya in the late 19th century to explore his passion for hunting. Despite being attacked by a lion, he fell in love with the country’s beauty and settled there. He ventured into farming, and although he experienced numerous failures, he did not give up. Unfortunately, he died bankrupt.Following his father’s death, Thomas Cholmondeley eventually moved to Kenya after World War II and turned Soysambu into a successful ranch amidst numerous challenges. He would be credited in several publications for contributing much to the Kenyan Agricultural sector. Following his death, his only son Hugh inherited the ranch.Controversies The Delamere family has been involved in several controversies, most notably the infamous case of Tom Delamere shooting and killing two people on their ranch. This led to a boycott of their dairy products, forcing them to lease their dairy business to Brookside and move some of their stock to Njoro. The family has also been speculated to have sold their milk business to Brookside, which is majority-owned by the Kenyatta family. In 2017, it was reported that Brookside had acquired the Delamere yogurt brand.Subdividing the PropertyIn 2013, the Delamere family subdivided their Naivasha farm as part of a succession plan and registered a new company to inherit their livestock and real estate properties. The family also donated some of their lands to a local school and sold some to retiring staff at discounted prices. The Delamere family leased part of their land to various hospitality businesses.Sale to Brookside The Delamere family’s dairy business has been in the spotlight for many years. In 2017, Business Daily reported that Brookside had acquired the Delamere yogurt brand. Although details of the deal remained scanty, an event held by Delamere to launch the new yogurt varieties further served to prove they had sold to Brookside. The famous yogurt brand is now under the Kenyatta-owned company.Donating and Selling Part of the LandPart of the vast Delamere estate was donated to a local school named after the family matriarch Lady Ann Delamere. A further 5,000 acres were subdivided and sold to retiring staff at discounted prices by a local Sacco. The family was too, later on, sell 300 acres to the government near Nakuru town that hosts Delamere Girls and an airstrip. The Delamere’s leased part of their land to Serena hotel, Mawe mbili camp, and Mbweha camp."
https://biznakenya.com/,https://biznakenya.com/narendra-raval-simba-cement/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/ways-to-start-saving/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/afya-centre-building/,Meet little-known owners of popular Afya Centre building,15th February 2023,https://i0.wp.com/biznakenya.com/wp-content/uploads/2023/02/Afya-centre-building.jpg?resize=965%2C545&ssl=1,"Afya Centre is a landmark building in the bustling capital city of Nairobi, Kenya.The green 21-story building is an iconic feature of the city’s skyline and has become a point of reference for many, including newcomers.The building is an important landmark and a hub for various businesses, including banks, restaurants, clinics, and other service providers.Afya Sacco members, a cooperative savings and credit society, own the building. The Sacco was incorporated on May 8th, 1971, with only 30 members.Today, it has grown to over 30,000 members who promote a culture of accelerated monthly savings. The primary objective of the Sacco is to encourage its members to save regularly, and through these savings, members can access affordable loans to invest in various productive activities.Afya Sacco has played a critical role in promoting financial inclusion, especially among low-income earners, by allowing them to save and access affordable credit facilities.The Sacco has also been instrumental in promoting entrepreneurship among its members, providing them with the capital they need to start and expand their businesses.Besides owning Afya Centre, the Sacco also owns maisonettes located at Kamburu off Ngong road. The maisonettes are rented out, and the revenue generated is used to pay dividends to the members.The Sacco’s prudent financial management practices have seen it grow and maintain a stable financial position, ensuring the safety of its members’ savings.Afya Centre’s strategic location at the heart of Nairobi makes it easily accessible to most people, including those using public transportation.Long-distance public vehicles going to the Western part of Kenya and Rift Valley usually terminate near the building, making it a convenient meeting point for many people.The building’s location has made it an ideal spot for businesses seeking to attract a high volume of customers and increase their visibility.The building’s unique design and distinctive green exterior has made it an architectural masterpiece admired by many. The building’s interior is equally impressive, with state-of-the-art facilities that offer comfort and convenience to its tenants and visitors.The building’s 21 floors provide ample space for businesses of all sizes, making it an ideal destination for start-ups and established enterprises.Meet billionaire behind construction of famous Nairobi OTC buildingThe building’s unique design and strategic location have made it an iconic feature of the city’s skyline.Its importance in promoting financial inclusion and entrepreneurship cannot be overstated. The Sacco’s commitment to providing affordable credit facilities to its members has changed many lives, helping them to achieve their dreams and build better futures for themselves and their families.Afya Centre is undoubtedly a source of pride for Kenya and a symbol of hope for many."
https://biznakenya.com/,https://biznakenya.com/financial-literacy/,DIB Bank Kenya trains women on entrepreneurship and Financial Literacy,13th February 2023,https://i0.wp.com/biznakenya.com/wp-content/uploads/2023/02/IMG_1607-1.jpg?resize=700%2C467&ssl=1,"DIB Bank Kenya hosted women for a financial conference aimed at empowering them on entrepreneurship and financial literacy on Islamic Banking at Ole Sereni Hotel, Nairobi.The conference, whose focus was on “Money talks every woman should have in her 20’s, 30’s, 40’s and 50’s”, brought together over 200 women from different religious affiliations across the country and unpacked the basics on women’s personal finance, savings and investment, shariah of money, and business management.Speaking at the event, DIB Bank Kenya Ag. CEO Rose Kagucia outlined the bank’s position on supporting women in the country.Old Mutual, KICD Commence development of the Financial Literacy onlinesaid Rose Kagucia.She added.The conference attracted various stakeholders from across the board including policymakers, politicians, investors, economists, academics, and non-state actors who provided a lively mix of speeches, panel discussions and interviews.Said H.E Nathif Jama Adam, Governor of Garissa CountyThe rising demand for shariah-compliant products and services has seen Islamic Finance gain popularity over the past decade. However, lack of public knowledge has hindered its maximisation, which is why this conference aims to help bridge the existing gaps in literacy and misconception especially on the customer base that Islamic Finance covers."
https://biznakenya.com/,https://biznakenya.com/simon-chege/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/manage-and-grow-your-money/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/african-philanthropy-forum/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/references-on-your-cv/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/air-purification-filter/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/delivery-tip/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/gilad-millo/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/agnes-nkanya/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/kenyan-irene-gakwa/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/velocity-of-money/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/sc-ventures/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/octagon-africa-2/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/angela-kariuki/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/kitengela-businesses/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/imarisha-sacco-history-membership-and-benefits/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/ruth-ama-gyan-darkwa/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/huku-yukei/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/leah-wanjiku-mall-in-karen/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/tatu-city-completes-50km-of-roads/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/kenyans-in-diaspora/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/deborah-odari/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/billion-rides/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/mark-masai-job/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/juma-nyongesa/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/danstan-omari/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/where-to-invest/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/kra-kepsa/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/online-writing-goldmine/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/moses-kiprono-betika-jackpot/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/rifaly-content-marketplace/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/sarah-mwangi/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/how-to-increase-prices-without-losing-customers/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/ogada-rovers-kenyas-most-celebrated-mechanic/,Ogada Rovers: Kenya’s most celebrated mechanic,7th February 2023,https://i0.wp.com/biznakenya.com/wp-content/uploads/2023/02/Screenshot-2023-02-07-at-22.04.24.png?resize=1068%2C790&ssl=1,"By Benson BundiMzee Ogada, aka Ogada Rovers, is probably the most popular mechanic in Kenya. He became a social media sensation in 2021 as part of Eric Omondi’s “Wife Material” crew. He was then working as the comedian’s chauffeur.Since then, Ogada has been the mechanic of choice for various Kenyan celebrities such as Jalang’o, Eve Mungai, 2mbili, Kaligraph, Ringtone, and others. However, like most success stories, Ogada’s is one of “from rags to riches.”KCSE star who scored A now working as mechanic to save for university feesBorn in Oyugis Nyanza, Ogada attended Pondo Secondary, where he did his KCSE and got a C plain.he says.After completing his form 4 in 2010, Ogada moved to Nairobi after some altercations with the village chief. A naïve villager, he thought life in the city would be one of constant partying, fun, and pomp.He was gravely disappointed.He says he was initially hosted by his uncle, who lived in Kibera then. After hosting him for a few days, the uncle introduced him to mjengo projects so he could learn to hassle for himself.says the mechanic.Ogada’s passion for cars started when he was still in the village. One day, a pickup delivering construction materials to his home stalled. No one in Oyugis had the faintest idea of what could be wrong with the vehicle.9 signs your car needs to see a professional mechanic for a tune-upConsequently, it stalled for two days until a mechanic was sent from Kisumu to fix it.Says the mechanic.During the pickup’s repair, Ogada was very curious and kept asking the mechanic questions about what he was doing.While strolling in Nairobi streets looking for mjengo projects, Ogada met a friend who said he was working as an apprentice mechanic. Ogada asked whether he could accompany him to his garage since he also wanted to know how to be a mechanic.He accompanied the apprentice to Kibera’s fort Jesus area, where he met the garage owner. To teach Ogada, the garage owner demanded ksh 54,000.Says Ogada.He sold two of his village cows in the village, raised ksh 30 000, sent the money to the garage owner, and the classes began.After working for six months in the garage, Ogada and his fellow apprentices were dismissed after a client complained that some parts of his vehicle had been stolen in the garage.Beware of these mechanic rip-offs when taking your car for check upThe mechanic found another position with another garage, where he says his salary was ksh 150 per week. He worked in the garage for two years.While there, he realized that most mechanics specialized in repairing Japanese vehicles, leaving a massive gap for German and British machines – especially range rovers.Ever the opportunist, Ogada decided to learn about range rovers and how to repair them. His connections led him to another garage that had a steady supply of clients who owned range rovers.After explaining his plight, the garage owner – named Ken – agreed to teach him about range rovers. However, he would only be paid for repairing Japanese cars, not range rovers.Ogada worked in Ken’s garage for about 6months, after which he got connections to work in a bigger garage.Henceforth, he washed his hands off Japanese vehicles and started specializing in range rovers.Ogada’s first celebrity client was Eric Omondi, whom he says he met while working at Ken’s garage. The comedian had brought his range rover for repair.However, at that time, client-mechanic relationships were frowned upon by Ogada’s employer, so he did not talk a lot with Eric.Why mechanic who stole Uhuru’s car was sentenced to deathThe duo met later when Eric’s Range Rover stalled on Mombasa Road.says the mechanic.His fame as Ogada Rovers rose during Eric Omondi’s controversial “wife material” show. When Eric was arrested, Ogada was working as his chauffeur at the time. During the altercations at Central police station, Eric introduced him to other celebrities.In 2020, Ogada partnered with fellow mechanics to form a garage called King rovers, where he worked for three years.He then opened his garage, dubbed Ogada Rovers. Here, he has employed six workers.he says.He owns four vehicles: A Mercedes, a Range Rover, a Subaru, and a Mitsubishi. His dream car is an Audi TT.says the father of two.He attributes his achievements to hard work and acceptance. While other mechanics would shy off at wearing overalls, wondering what others would think about them, Ogada says he always wants everyone to know he is a mechanic.His advice to upcoming mechanics is to know what they want in life, embrace opportunities, and respect others."
https://biznakenya.com/,https://biznakenya.com/bevalyne-kwamboka/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/love-on-top/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/im-bank-transfer-fees/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/savings-account/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/jones-nyaberi/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/caroline-gikunda-builders/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/6-reasons-why-you-should-take-a-personal-loan/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/kenyan-woman-finland/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/job-interview-questions/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/john-mwai/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/cs-jumwas-home/,No Data,No Data,No Data,No Data
https://biznakenya.com/,https://biznakenya.com/ruth-waithera/,No Data,No Data,No Data,No Data
Website,ArticleURL,ArticleTitle,ArticleDate,ArticleImage_url,ArticleContent
